2024-03-27_13-34-58_player-2spatial maze.txt,id1=19,id2=11,04:32:25,FAILURE
2024-03-27_13-39-08,13.11094,39.88716,33.02096,9
2024-03-27_13-39-09,13.67232,40.81234,17.44871,9
2024-03-27_13-39-09,13.64151,41.55145,359.5873,10
2024-03-27_13-39-10,13.40013,42.32448,345.4662,11
2024-03-27_13-39-10,12.73775,43.31031,332.9075,11
2024-03-27_13-39-11,12.06738,43.88261,327.2956,11
2024-03-27_13-39-11,11.1695,43.86689,325.6277,11
2024-03-27_13-39-12,9.766084,43.8996,327.6734,10
2024-03-27_13-39-12,8.548581,44.22617,336.2411,9
2024-03-27_13-39-13,7.38226,45.26652,328.4599,9
2024-03-27_13-39-13,6.19144,46.03876,311.4689,9
2024-03-27_13-39-14,4.958578,46.5714,294.9336,9
2024-03-27_13-39-14,4.676888,46.53878,278.2986,9
2024-03-27_13-39-15,4.643028,46.52995,265.8999,9
2024-03-27_13-39-15,3.879282,46.17847,269.7867,9
2024-03-27_13-39-16,3.206741,45.66236,259.3391,9
2024-03-27_13-39-16,2.460924,44.72218,260.9437,9
2024-03-27_13-39-17,1.563923,43.6475,261.1824,8
2024-03-27_13-39-17,1.050018,42.7546,261.6201,8
2024-03-27_13-39-18,1.052588,41.55551,243.1261,8
2024-03-27_13-39-18,1.075083,40.10686,183.6105,9
2024-03-27_13-39-19,0.9738708,39.11032,262.4749,9
2024-03-27_13-39-19,-0.0856257,38.53442,299.5637,9
2024-03-27_13-39-20,-1.515876,38.85355,320.463,7
2024-03-27_13-39-20,-2.309997,39.35063,327.7389,7
2024-03-27_13-39-21,-3.026167,39.97398,332.2675,7
2024-03-27_13-39-21,-3.760741,40.57661,325.4842,8
2024-03-27_13-39-22,-4.520785,41.30694,301.7557,6
2024-03-27_13-39-22,-5.979153,41.28616,277.2243,5
2024-03-27_13-39-23,-7.181291,40.80321,265.7456,5
2024-03-27_13-39-23,-8.153273,39.50697,251.5434,5
2024-03-27_13-39-24,-8.66226,38.39882,159.5544,5
2024-03-27_13-39-24,-8.796252,37.82475,145.9326,5
2024-03-27_13-39-25,-8.869328,37.1107,144.6249,7
2024-03-27_13-39-25,-8.915985,36.27039,143.9546,7
2024-03-27_13-39-26,-8.887341,35.21001,143.2848,7
2024-03-27_13-39-26,-8.846921,33.81884,137.8801,6
2024-03-27_13-39-27,-8.70294,32.84494,129.5349,6
2024-03-27_13-39-27,-8.537795,32.16377,126.8206,7
2024-03-27_13-39-28,-8.513065,32.06572,130.6216,7
2024-03-27_13-39-28,-8.512592,32.07457,130.0546,7
2024-03-27_13-39-29,-8.526125,32.14939,140.3593,7
2024-03-27_13-39-29,-8.568743,32.13603,147.0171,7
2024-03-27_13-39-30,-8.624026,31.81403,139.1972,8
2024-03-27_13-39-30,-8.45349,30.55873,113.7884,9
2024-03-27_13-39-31,-7.539795,29.4062,99.99583,7
2024-03-27_13-39-31,-6.908053,28.91833,93.28398,7
2024-03-27_13-39-32,-6.356694,28.709,83.19228,7
2024-03-27_13-39-33,-5.654115,28.60512,71.96046,6
2024-03-27_13-39-33,-3.916069,28.52784,64.37314,6
2024-03-27_13-39-34,-2.931507,28.70936,62.68033,6
2024-03-27_13-39-34,-2.23003,28.96376,52.01706,6
2024-03-27_13-39-35,-1.687887,29.21225,52.48378,6
2024-03-27_13-39-35,-1.269478,29.50451,53.229,6
2024-03-27_13-39-36,-1.292784,29.79455,47.64341,6
2024-03-27_13-39-36,-1.241875,29.99262,51.34706,6
2024-03-27_13-39-37,-1.194905,30.62356,58.70914,6
2024-03-27_13-39-37,-1.033013,30.91137,76.72255,6
2024-03-27_13-39-38,-0.6584507,31.18629,77.35267,6
2024-03-27_13-39-38,0.1645104,31.22915,80.60944,6
2024-03-27_13-39-39,1.736942,31.24361,81.81446,8
2024-03-27_13-39-39,2.164783,31.21713,85.00254,8
2024-03-27_13-39-40,2.356137,31.21655,82.74722,8
2024-03-27_13-39-40,3.343607,31.19748,83.73807,10
2024-03-27_13-39-41,5.08621,31.16367,93.51925,9
2024-03-27_13-39-41,6.047218,30.92604,125.6348,9
2024-03-27_13-39-42,6.298681,30.51037,149.969,9
2024-03-27_13-39-42,6.298803,30.44306,153.7876,9
2024-03-27_13-39-43,6.262652,29.91529,239.8492,8
2024-03-27_13-39-43,6.222859,29.10605,252.9042,8
2024-03-27_13-39-44,6.107678,28.92033,253.6368,8
2024-03-27_13-39-44,5.828513,28.46466,259.2801,8
2024-03-27_13-39-45,4.99912,27.49186,264.3712,8
2024-03-27_13-39-45,4.029459,26.10728,199.5974,6
2024-03-27_13-39-46,3.410164,25.53648,229.791,6
2024-03-27_13-39-46,2.571399,25.09778,280.0123,6
2024-03-27_13-39-47,2.044947,24.82468,278.5645,6
2024-03-27_13-39-47,1.131849,24.37344,281.2382,6
2024-03-27_13-39-48,0.8837389,23.71215,273.8143,7
2024-03-27_13-39-48,0.7061589,23.41983,175.7205,7
2024-03-27_13-39-49,1.624717,22.80891,96.63354,7
2024-03-27_13-39-49,2.639534,22.43141,76.83685,7
2024-03-27_13-39-50,3.266114,22.48022,65.17234,7
2024-03-27_13-39-50,3.752892,22.86857,46.62999,7
2024-03-27_13-39-51,3.787953,23.68645,36.91114,7
2024-03-27_13-39-51,3.808297,24.40394,36.87029,7
2024-03-27_13-39-52,3.819224,25.25048,42.57495,7
2024-03-27_13-39-52,3.908433,25.85625,53.47933,6
2024-03-27_13-39-53,4.550775,26.54868,47.64875,6
2024-03-27_13-39-53,6.043749,27.67426,43.53778,8
2024-03-27_13-39-54,7.049155,28.45446,45.6298,8
2024-03-27_13-39-54,8.109318,29.19038,46.97171,8
2024-03-27_13-39-55,8.82704,29.74229,46.35941,8
2024-03-27_13-39-55,8.831098,30.51363,50.41229,8
2024-03-27_13-39-56,9.294985,31.23296,70.26441,8
2024-03-27_13-39-56,10.55702,31.21973,96.18522,8
2024-03-27_13-39-57,11.23136,30.88282,117.2154,9
2024-03-27_13-39-57,11.50673,30.77558,82.54758,9
2024-03-27_13-39-58,11.65044,30.90905,46.91771,9
2024-03-27_13-39-58,12.37512,31.77402,25.3878,9
2024-03-27_13-39-59,12.79023,32.88477,13.48258,8
2024-03-27_13-39-59,12.88224,33.56252,4.955284,8
2024-03-27_13-40-00,12.83004,33.78365,0.3172853,8
2024-03-27_13-40-00,12.65065,33.76765,337.3888,8
2024-03-27_13-40-01,12.2159,33.80002,319.4464,9
2024-03-27_13-40-01,10.70001,33.77474,305.8938,9
2024-03-27_13-40-02,9.99493,33.76423,307.3394,9
2024-03-27_13-40-02,9.471788,33.74448,315.0976,9
2024-03-27_13-40-03,9.474731,33.73915,321.3984,9
2024-03-27_13-40-03,9.522555,33.73261,330.2132,9
2024-03-27_13-40-04,9.532015,33.72245,337.9854,9
2024-03-27_13-40-04,9.515147,33.72498,338.8571,9
